Rank,PackageId,Version,TotalDownloads,DetectedFrameworks,Description
985,Sbroenne.ExcelMcp.CLI,1.8.39,23569,Spectre.Console.Cli,"Command-line interface tool for automating Microsoft Excel operations using COM interop by Sbroenne. 165 operations across Power Query M code, Power Pivot DAX measures, VBA macros, PivotTables, Excel Tables, ranges, formatting, data validation, and connections. Perfect for RPA, CI/CD pipelines, scripting (PowerShell/Bash), and batch processing. Windows x64 and ARM64 support."
986,Siganberg.SqlGen,1.0.13,23558,Unknown/Custom,Package Description
987,dotnet-gcmon,0.5.0,23465,CommandLineParser,Global CLI tool to monitor Garbage Collections in real time
988,Dotnet.CodeGen,0.0.0.8,23388,Microsoft.Extensions.CommandLineUtils,Code generator
989,trthompson,0.18.1,23363,CommandLineParser,"Reads a parse tree from stdin and prints an NFA for each rule in Dot graph syntax.
This program is part of the Trash toolkit."
990,Lombiq.Hosting.MediaTheme.Deployer,8.0.0,23347,CommandLineParser,Lombiq Hosting - Media Theme Deployer for Orchard Core: A tool to easily export Media Themes. See the project website for detailed documentation.
991,Tapper.Generator,1.14.0,23272,System.CommandLine; Cocona,A Tool Transpiling C# Type into TypeScript Type. (Support JSON and MessagePack)
992,fynydd.sfumato,6.1.7,23261,Unknown/Custom,"Sfumato: The Ultra-Fast CSS Generation Tool
            ===========================================
            
            Sfumato is a lean, modern, utility-based CSS framework with relative UI scaling and adaptive design built-in. Add few lines to your CSS file and Sfumato will watch your project as you work, keeping track of changes, and generate a custom, tiny CSS file based only on the utility classes you use. And Sfumato uses the same class naming convention as Tailwind CSS v4!

            Install dotnet 10 from https://dotnet.microsoft.com/en-us/download and then install Sfumato with the following command:
            
            dotnet tool install --global fynydd.sfumato"
993,handyman-outdated,3.0.2,23231,McMaster.Extensions.CommandLineUtils,Package Description
994,OData2Poco.dotnet.o2pgen,6.4.0,23209,CommandLineParser,"o2gen is a CommandLine tool for generating c# and typescript POCO (DTO) classes,interfaces and records from OData feeds with lot of configuration parameters."
995,DotnetBackground,1.4.0,23192,Unknown/Custom,An easy way to launch dotnet run background processes and kill each process and their descendants with a single command.
996,Newbe.Build.Psake,3.0.1,23110,CommandLineParser,"本框架采用Psake作为脚本构建框架，依托Powershell本身强大的功能，实现对开发过程自动化的功能。
            
            1. [下载安装netcore 2.2 及以上版本SDK](https://dotnet.microsoft.com/download)
            2. [下载安装 Powershell 6](https://github.com/powershell/powershell)
            3. 使用控制台或powershell，运行命令`dotnet tool install newbe.build.psake -g`
            4. 在需要安装本框架的位置使用控制台或powershell，运行命令`newbe.build.psake init`
            5. 按照psake规范对build.ps1进行修改。
            6. 执行build.bat便可以执行"
997,LangChain.Cli,0.17.0,23105,System.CommandLine,Command Line Interface to run some LangChain tasks.
998,DotNetWhy,2.1.0,23075,Spectre.Console.Cli,A .NET global tool to show information about why a NuGet package is installed.
999,Microsoft.Extensions.AI.Evaluation.Console,10.4.0,23036,System.CommandLine,A command line dotnet tool for generating reports and managing evaluation data.
1000,DotNetMDDocs,0.112.39,23013,McMaster.Extensions.CommandLineUtils,Creates Markdown documents from assembly documentation.
